site,author,game,score,score_adj,stars_mean,company,platform,genre,score_deviation
Gamereactor,Magnus Groth,Metal Gear Rising: Revengeance,7.0,3.5,3.0,Konami," 360, PS3, PC",Acción,-14.285714285714285
Vandal,Enrique García,Darkwood,8.0,4.0,4.0,Acid Wizard Studio,PC PS4 Switch Xbox One,Mundo abierto Survival Horror,0.0
Gamereactor,Roy Woodhouse,Project Warlock - a tiros con el pasado,7.0,3.5,3.5,Gaming Company, PS4,Acción,0.0
meristation,Will van Dijk,Michael Jackson: The Experience,6.0,3.0,3.22,Ubisoft,Wii,"Simulación, Music                    ",7.333333333333339
Vandal,Ramón Nafria,Phantom Trigger,7.0,3.5,3.2,tinyBUILD,PC Switch Xbox One PS4,Aventura de acción,-8.571428571428566
3D Juegos,Alberto Pastor,Oblitus,7.0,3.5,3.2,None,PC,None,-8.571428571428566
revogamers,Pablo Seara García,Just Dance 2018,6.0,3.0,2.75,None,Nintendo Switch,None,-8.333333333333332
revogamers,Gorka Méndez, Caveman Warriors,7.5,3.75,3.25,None,"eShop, Nintendo Switch",None,-13.333333333333336
3D Juegos,Álvaro Castellano,Resident Evil 5: Desperate Escape,7.6,3.8,4.0,None, PS3 360,None,5.263157894736848
Vandal,Ramón Varela,"Prinny 2: Dawn of Operation Panties, Dood!",8.7,4.35,4.0,Nippon Ichi Software,PSP,Plataformas 2D Plataformas,-8.045977011494246
meristation,None,Sacred 2: Fallen Angel - Ice & Blood,7.5,3.75,3.82,Deep Silver,PC,"RPG, Acción                    ",1.8666666666666625
Gamereactor,José Luis Villalobos,NBA 2K15,9.0,4.5,3.8,Take-Two Interactive," PS4, Xbox One",Deportes,-15.55555555555556
Vandal,Sergio Martín,Los Delirios de von Sottendorff y su mente cuadriculada eShop,8.0,4.0,3.0,Delirium Studios,Nintendo Nintendo 3DS,Plataformas Puzle,-25.0
Gamereactor,Sam Bishop,Blair Witch,8.0,4.0,3.33,Lionsgate," PC, Xbox One",Terror,-16.75
meristation,Cristian Ciuraneta,Giana Sisters: Twisted Dreams - The Owltimate Edition,7.8,3.9,3.83,THQ,Switch,"Acción, Plataformas                    ",-1.794871794871791
meristation,Salva Fernàndez,Batman: The Telltale Series - Episode 3: New World Order,7.5,3.75,3.8,Telltale Games,PC 360 Android iPad iPhone PS3 PS4 Xbox One,Aventura Gráfica                    ,1.3333333333333286
meristation,None,King's Bounty: The Legend,7.5,3.75,3.33,1C Company,PC,"Strategy, Turn Based                    ",-11.199999999999998
meristation,Jose Luis López de Garayo,Timespinner,7.0,3.5,3.17,Chucklefish,PC PS4 Vita,"Plataformas, Acción                    ",-9.428571428571429
meristation,Cristian Ciuraneta,LEGO Harry Potter: Years 5-7,6.5,3.25,3.2,None,iPhone iPad,Aventura                    ,-1.5384615384615332
Vandal,Ramón Varela,River City Girls,8.0,4.0,4.0,Arc System Works,PS4 Switch Xbox One PC,Acción Beat'em up,0.0
Vandal,Sara Borondo,Bounty Train,7.5,3.75,3.71,Daedalic Entertainment,PC,Estrategia,-1.0666666666666678
Vandal,Ramón Varela,Red Faction Guerrilla Re-Mars-tered,8.0,4.0,3.4,THQ,PS4 PC Xbox One Switch,Mundo abierto Shooter en tercera persona,-15.000000000000002
meristation,Will van Dijk,Warhammer 40.000: Kill Team,6.5,3.25,3.57,THQ,360 PS3,Acción                    ,9.84615384615384
meristation,Cesar Otero ,Goodbye Deponia,8.6,4.3,3.56,None,PC Mac,Aventura Gráfica                    ,-17.20930232558139
3D Juegos,Sergio Martín,Metal Gear Solid: Snake Eater 3D,8.3,4.15,4.0,None,Nintendo 3DS,None,-3.614457831325309
revogamers,Carlos Firás, Disgaea 1 Complete,8.0,4.0,3.67,None,"eShop, Nintendo Switch",None,-8.250000000000002
meristation,Caith_Sith,After Burner Climax,7.0,3.5,3.62,None,360 PS3,"Acción, Arcade                    ",3.4285714285714315
Gamereactor,Jonas Elfving,Mario Sports Mix,6.0,3.0,2.67,Nintendo, Wii,Deportes,-11.000000000000005
Gamereactor,Lisa Dahlgren,Disco Elysium,10.0,5.0,4.12,Humble Bundle," PC, PS4, Xbox One",RPG,-17.599999999999994
Vandal,Sergio Martín,Sniper Elite 3 Ultimate Edition,7.0,3.5,3.4,Rebellion,Switch,Shooter en tercera persona Shooter realista ó táctico Sigilo,-2.85714285714286
meristation,Alfonso Arribas,Tomb Raider: Definitive Edition,8.0,4.0,3.91,Square Enix,Xbox One PS4 Stadia,"Acción, Aventura                    ",-2.2499999999999964
Vandal,Daniel Escandell,Surfacer + Destreza + Táctica DSiW,8.8,4.4,3.0,Lexis Numerique,DS,Puzle,-31.818181818181824
3D Juegos,Sergio Martín,Toukiden 2,8.0,4.0,3.71,None,PC PS4 Vita,None,-7.250000000000001
meristation,Enrique García,Wolfenstein,7.0,3.5,3.5,None,360 PC PS3,"Acción, First Person Shooter                    ",0.0
meristation,Ramón Méndez,Syndicate,7.5,3.75,3.38,EA,PC PS3 360,"Acción, First Person Shooter                    ",-9.866666666666667
revogamers,Borja Muñoz López de las Hazas,Piczle Lines DX,7.5,3.75,3.0,None,Nintendo Switch,None,-20.0
meristation,Francisco Alberto Serrano,Dragon Age: Inquisition,9.5,4.75,3.71,None,PS4 PC PS3 Xbox One 360,"Acción, RPG                    ",-21.894736842105264
Vandal,Pablo Grandío,Saints Row: The Third,8.8,4.4,3.67,THQ,360 PS3 PC Switch,Mundo abierto Tipo GTA,-16.5909090909091
Gamereactor,Adrian Berg,Might & Magic X: Legacy,6.0,3.0,3.75,Ubisoft, PC,RPG,25.0
3D Juegos,Alberto Pastor,Lucius,6.1,3.05,3.0,None,PC,None,-1.6393442622950762
meristation,Will van Dijk,Profesor Layton y la Villa Misteriosa,9.0,4.5,3.8,Nintendo,DS,"Aventura Gráfica, Puzzle                    ",-15.55555555555556
Vandal,Carlos Piñeiro,Harvest Moon: Islas del Sol,8.5,4.25,4.0,Rising Star Games,DS,Granjas Simulación,-5.882352941176469
Gamereactor,Mike Holmes,Age of Empires II: Definitive Edition,8.0,4.0,3.6,Microsoft, PC,Estrategia,-9.999999999999998
Vandal,José Manuel González,Daytona USA XBLA,7.0,3.5,4.67,SEGA,360 PS3,Carreras arcade Coches Xbox Live Arcade,33.428571428571416
3D Juegos,Sergio Martín,Warriors Orochi 4,7.5,3.75,4.0,None,PC PS4 Xbox One Switch,None,6.666666666666668
Vandal,Alberto González,Bombcats,6.5,3.25,3.0,Chillingo,iPhone,Puzle,-7.6923076923076925
meristation,None,Hypernova: Escape from Hadea,7.0,3.5,3.0,ActaLogic Games,PC,"Strategy, Real-Time                    ",-14.285714285714285
Vandal,Fernando Fontanet-Bel,Sid Meier's Civilization V: Dioses y Reyes,9.2,4.6,4.0,Take-Two Interactive,PC,Estrategia,-13.043478260869561
meristation,Sergi Blanch,Codename: Panzers Cold War,7.0,3.5,3.5,10tacle Studios,PC,"Strategy, Real-Time                    ",0.0
3D Juegos,Mario Gómez,Bleeding Edge,7.0,3.5,3.0,None,PC Xbox One,None,-14.285714285714285
3D Juegos,Jesús Bella,Far Cry 4 - Valle de los Yetis,7.5,3.75,3.33,None, PC PS4 Xbox One PS3 360,None,-11.199999999999998
meristation,None,Football Manager 2010,9.0,4.5,3.85,SEGA,PC,"Deportes, Simulación, Managerial                    ",-14.444444444444445
meristation,Cristian Ciuraneta,World of Goo,9.0,4.5,4.67,2D Boy,Android iPad iPhone,Puzzle                    ,3.777777777777776
3D Juegos,Alberto Pastor,Anno 2205,8.0,4.0,3.86,None,PC,None,-3.500000000000003
meristation,Juan Porteiro,Resistance 2,9.0,4.5,3.6,Sony,PS3,"Acción, First Person Shooter                    ",-20.0
meristation,David Ortiz,Command & Conquer Red Alert 3: Uprising,6.5,3.25,3.38,EA,PC,"Strategy, Real-Time                    ",3.999999999999997
meristation,Aarón Rodríguez,One Punch Man: A Hero Nobody Knows,6.0,3.0,3.8,Bandai Namco,Xbox One PC PS4,Acción                    ,26.66666666666666
3D Juegos,Álvaro Castellano,The Last of Us: Parte II,9.5,4.75,3.56,None,PS4,None,-25.052631578947373
revogamers,Javier Aranda,Perception,7.5,3.75,2.67,None,"eShop, Nintendo Switch",None,-28.800000000000004
3D Juegos,Toni Piedrabuena,Street Fighter V: Arcade Edition,8.5,4.25,3.71,None, PC PS4,None,-12.705882352941178
revogamers,Javier Aranda, Hello Kitty Kruisers,6.0,3.0,3.5,None,Nintendo Switch,None,16.666666666666664
3D Juegos,Alberto Pastor,Shadow Tactics: Blades of the Shogun,8.0,4.0,3.67,None,PC PS4 Xbox One Mac Linux,None,-8.250000000000002
3D Juegos,Sergio Martín,Swarm,8.3,4.15,4.25,None,PC PS3 360,None,2.4096385542168584
Vandal,Carlos Leiva,Project Cars,8.8,4.4,3.33,Slightly Mad Studios,PC Xbox One PS4,Carreras simulación Coches Realidad Virtual,-24.318181818181824
Gamereactor,Bengt Lemne,Assassin's Creed Origins - DLC The Curse of the Pharaohs,8.0,4.0,3.8,Ubisoft," PC, PS4, Xbox One",Aventura,-5.000000000000004
3D Juegos,Toni Piedrabuena,PlayerUnknown's Battlegrounds,9.0,4.5,3.5,None,PC PS4 Xbox One Stadia,None,-22.222222222222218
Vandal,Ramón Varela,Pirates Outlaws,8.0,4.0,4.0,Fabled Game,PC,Cartas coleccionables (Card Battle) Roguelike,0.0
3D Juegos,Jesús Bella,Code Name: S.T.E.A.M.,8.0,4.0,3.71,None,Nintendo 3DS,None,-7.250000000000001
Gamereactor,David Caballero,The Legend of Zelda: Majora's Mask 3D,9.0,4.5,3.67,Nintendo, Nintendo Nintendo 3DS,Aventura,-18.44444444444445
meristation,Will van Dijk,NBA 2K10,7.0,3.5,3.77,None,360 PC PS3,Deportes                    ,7.714285714285714
Vandal,Ramón Varela,Deadcore,8.0,4.0,3.33,Bandai Namco,PC Xbox One PS4,Plataformas 3D Shooter en primera persona,-16.75
meristation,Sergio C. González,Sonic Boom: Fuego y Hielo,6.7,3.35,3.14,None,Nintendo 3DS,"Acción, Plataformas                    ",-6.268656716417907
meristation,Azucena Ruíz,Banner of the Maid,7.0,3.5,4.0,CE-Asia,PC PS4 Switch Xbox One,"Estrategia, RPG, Por turnos                    ",14.285714285714285
3D Juegos,Alberto Pastor,Ancestors Legacy,8.0,4.0,4.0,None,PC PS4 Xbox One Switch,None,0.0
meristation,Enrique García,MySims,7.0,3.5,4.0,None,Wii PC,Simulación                    ,14.285714285714285
Vandal,Jorge Cano,FIFA 16,8.8,4.4,3.0,EA,PS4 Xbox One PC PS3 360,Deportes Fútbol,-31.818181818181824
3D Juegos,Sergio Martín,Saint Seiya: Brave Soldiers,6.5,3.25,3.5,None,PS3,None,7.6923076923076925
meristation,javi__andres,The Last of Us,9.7,4.85,3.68,Sony,PS3,"Acción, Aventura, Survival Horror                    ",-24.123711340206174
3D Juegos,Adrián Suárez,Deadly Premonition 2: A Blessing in Disguise,5.0,2.5,2.56,None,Switch,None,2.400000000000002
revogamers,Javier Aranda, Neversong,8.0,4.0,4.0,Serenity Forge,Nintendo Switch,"Aventura, Plataformas, Puzle",0.0
3D Juegos,Jesús Bella,Monster Hunter Stories,8.5,4.25,3.5,None,Nintendo 3DS Android iPhone,None,-17.647058823529417
3D Juegos,Daniel Cáceres Garriga,Zeno Clash: Ultimate Edition,7.9,3.95,3.0,None,PC 360,None,-24.050632911392412
meristation,salbaFR,Inmost,7.0,3.5,3.2,Chucklefish,PC Switch iPhone iPad,"Acción, Plataformas                    ",-8.571428571428566
Vandal,Ramón Varela,Chaos;Child,7.5,3.75,3.25,PQUBE,PS4 Xbox One PS3 Android VitaITA PC,Aventura Novela visual,-13.333333333333336
meristation,Javi Andrés,Resogun,8.3,4.15,4.33,None,PS3 PS4 Vita,"Acción, Shoot'em up                    ",4.337349397590353
meristation,Salva Fernàndez,Dark Void,6.5,3.25,3.09,Capcom,360 PS3 PC,Acción                    ,-4.923076923076927
Gamereactor,Kalle Max Hofmann,Earth Defense Force 2025,7.0,3.5,3.8,Bandai Namco," PS3, 360",Acción,8.571428571428566
3D Juegos,Álvaro Castellano,Quantum Theory,4.3,2.15,2.25,None,PS3 360,None,4.651162790697677
Gamereactor,Oliver Thulin,God of War III: Remastered Edition,7.0,3.5,3.5,Sony," PS3, PS4",Acción,0.0
meristation,Albert Gil,DOTA 2,10.0,5.0,4.13,Valve,PC,"Strategy, Real-Time                    ",-17.400000000000002
Gamereactor,Juan A. Fonseca,Wolfenstein II: The New Colossus para Nintendo Switch,9.0,4.5,3.8,Bethesda," PC, PS4, Xbox One, Nintendo Switch",Acción,-15.55555555555556
Vandal,Jorge Cano,Trials Fusion: The Awesome Max Edition,8.5,4.25,4.33,Ubisoft,PS4 Xbox One PC,"4x4, ATV y MX Velocidad",1.882352941176472
meristation,Carlos Millán,Adam's Venture - Episodio I: La búsqueda del jardín perdido,4.0,2.0,2.67,Iceberg Interactive,PC,Aventura Gráfica                    ,33.5
Vandal,Saúl González,Remnant: From The Ashes,8.0,4.0,4.14,Perfect World,PS4 PC Xbox One,Shooter en primera persona Shooter en tercera persona Shooter multijugador,3.4999999999999916
meristation,salbaFR,The Wonderful 101: Remastered,7.5,3.75,3.75,Platinum Games,PS4 PC Switch,"Aventura, Acción                    ",0.0
3D Juegos,Sergio Martín,Warrior's Orochi 3 Ultimate,7.5,3.75,3.5,None,PS4 Xbox One Switch PS3,None,-6.666666666666668
Vandal,Ramón Varela,Final Fantasy XII The Zodiac Age,9.0,4.5,3.55,Square Enix,PS4 PC Switch Xbox One,JRPG Rol,-21.111111111111114
3D Juegos,Alberto Pastor,Retro City Rampage DX,8.0,4.0,3.83,None,PC PS4 Switch Nintendo 3DS PS3 360 Wii Vita PSP iPhone,None,-4.249999999999998
Vandal,Juan Rubio,Final Fantasy X/X-2 HD Remaster,8.5,4.25,3.75,Square Enix,Switch PS3 PS4 PC Xbox One,JRPG Rol,-11.764705882352938
3D Juegos,Álvaro Castellano,Evolve,8.0,4.0,3.71,None,PC PS4 Xbox One,None,-7.250000000000001
Vandal,Ramón Nafria,Tachyon Project,7.5,3.75,4.33,Eclipse Games,PC Xbox One PS4 VitaITA Wii U Switch,Shoot'em up Shooter,15.466666666666667
meristation,Ramón Méndez,Marvel Ultimate Alliance 2,7.5,3.75,3.3,Activision,PSP PS3 360,"Acción, RPG                    ",-12.000000000000005
3D Juegos,Alberto Pastor,Sorcery,7.5,3.75,3.8,None,PS3,None,1.3333333333333286
meristation,None,Virtua Tennis 2009,7.0,3.5,3.7,None,Wii,Deportes                    ,5.71428571428572
3D Juegos,Álvaro Castellano,Army of Two: The 40th Day - Capítulos de Engaño,6.3,3.15,2.67,None, PS3 360,None,-15.238095238095234
Gamereactor,Roy Woodhouse,Atelier Dusk Trilogy Deluxe Pack,7.0,3.5,3.75,KoeTec," Nintendo Switch, PC, PS4",RPG,7.142857142857142
Vandal,Jorge Cano,FlatOut 4: Total Insanity,7.0,3.5,3.17,Strategy First Inc.,PS4 Xbox One PC,Acción Carreras arcade Coches,-9.428571428571429
3D Juegos,Álvaro Castellano,Brink,8.1,4.05,3.38,None,PC PS3 360,None,-16.543209876543212
3D Juegos,Álvaro Castellano,Killzone 3,9.0,4.5,3.38,None,PS3,None,-24.88888888888889
3D Juegos,Sergio Martín,Etrian Odyssey IV: Legends of the Titan,8.2,4.1,4.0,None,Nintendo 3DS,None,-2.439024390243894
revogamers,Marcos Catalán, Psikyo Shooting Stars Bravo,6.5,3.25,3.75,"CITY CONNECTION, Psikyo",Nintendo Switch,"Arcade, Disparos (Shooter)",15.384615384615385
meristation,Will van Dijk,Dragon Quest V,7.0,3.5,3.5,None,DS,"Acción, RPG                    ",0.0
meristation,Paula Croft ,We Happy Few,7.0,3.5,3.33,Compulsion Games,PC Xbox One PS4,"Acción, Aventura                    ",-4.857142857142856
Vandal,Carlos Leiva,Digimon World: Next Order,7.0,3.5,3.11,Bandai Namco,PS4 VitaITA,JRPG Rol,-11.142857142857146
Gamereactor,Ernesto J. Pérez-Durias,F1 2016,9.0,4.5,4.12,None," PC, PS4, Xbox One",Carreras,-8.444444444444441
meristation,Will van Dijk,Catherine,8.5,4.25,3.25,Deep Silver,360 PS3,"Acción, Aventura                    ",-23.529411764705877
3D Juegos,Alejandro Pascual,Final Fantasy VII Remake,9.0,4.5,3.38,None, PS4 Xbox One,None,-24.88888888888889
meristation,None,Tales of Xillia 2,8.3,4.15,3.69,None,PS3,"RPG, Real-Time                    ",-11.0843373493976
revogamers,Marcos Catalán, The Complex,5.5,2.75,3.33,Wales Interactive,Nintendo Switch,Aventura,21.090909090909093
revogamers,Marcos Catalán, Omensight: Definitive Edition,7.5,3.75,3.5,Spearhead Games,Nintendo Switch,"Acción, Aventura",-6.666666666666668
3D Juegos,Álvaro Castellano,DJ Hero 2,8.6,4.3,4.0,None,PS3 360 Wii,None,-6.976744186046507
Vandal,Ramón Nafria,Astebreed,8.7,4.35,3.5,Active Gaming Media,PC PS4 Switch,Shoot'em up Shooter,-19.540229885057467
revogamers,Arturo Albero,Retro City Rampage DX,7.0,3.5,3.8,None,"eShop, Nintendo Switch",None,8.571428571428566
3D Juegos,Sergio Martín,ModNation Racers,7.8,3.9,3.33,None,PS3 Vita PSP,None,-14.615384615384615
Vandal,Jorge Cano,Ilomilo XBLA,8.0,4.0,3.33,Southend,360,Plataformas de puzles Xbox Live Arcade,-16.75
meristation,None,Mi granja de caballos,5.5,2.75,3.0,None,PC,"Strategy, Managerial                    ",9.090909090909092
revogamers,Arturo Albero, Aragami - Shadow Edition,8.5,4.25,3.4,None,Nintendo Switch,None,-20.0
Gamereactor,Mike Holmes,"Papers, Please",8.0,4.0,3.33,None," Mac, PC",Puzle,-16.75
meristation,Will van Dijk,Pikmin 2 - New Play Control,7.5,3.75,4.0,None,Wii,Strategy                    ,6.666666666666668
Gamereactor,Bengt Lemne,Football Manager Classic 2014,7.0,3.5,3.5,SEGA, PS Vita,Simulación,0.0
3D Juegos,Jesús Bella,PES 2010,8.6,4.3,4.0,None,PC PS3 360 Wii PSP PS2 iPhone,None,-6.976744186046507
meristation,Jose Luis López de Garayo,Hitman 2,9.0,4.5,4.0,Warner Bros.,Stadia Xbox One PC PS4,"Acción, Aventura                    ",-11.111111111111109
meristation,Salva Fernàndez,BlazBlue: Cross Tag Battle,8.0,4.0,3.43,Arc System Works,PC PS4 Switch,Acción                    ,-14.249999999999995
3D Juegos,Álvaro Castellano,The Division,9.0,4.5,3.38,None,PC PS4 Xbox One,None,-24.88888888888889
Gamereactor,Thomas Blichfeldt,UFC Undisputed 3,7.0,3.5,3.5,THQ," PS3, 360",Deportes,0.0
meristation,Sergio C. González,LEGO Dimensions,8.0,4.0,3.56,None,PS4 PS3 360 Xbox One Wii U,"Acción, Aventura                    ",-10.999999999999998
Gamereactor,Julián Plaza,Hora de Aventuras: ¡Explora la mazmorra porque yo paso!,5.0,2.5,3.33,D3Publisher, PS3,Aventura,33.2
Gamereactor,Lee West,Soul Calibur,8.0,4.0,4.33,Namco," Dreamcast, 360, iPhone, iPhone, iPhone",Lucha,8.250000000000002
Vandal,Ramón Nafria,Anodyne 2: Return to Dust,7.0,3.5,3.8,Analgesic Productions,PC,Plataformas 3D Rol,8.571428571428566
meristation,Cristian Ciuraneta,Proteus,7.5,3.75,3.57,None,Mac PC PS3 Vita,Aventura                    ,-4.800000000000004
3D Juegos,Sergio Martín,Mario & Sonic en los Juegos Olímpicos de Invierno - Sochi 2014,6.0,3.0,2.8,None,Wii U,None,-6.666666666666673
3D Juegos,Alberto Pastor,Pyre,8.5,4.25,3.8,None,PC PS4 Mac Linux,None,-10.58823529411765
Vandal,Saúl González,Phoenix Point,8.2,4.1,3.6,Snapshot Games Inc.,PC Xbox One PS4,Estrategia por turnos Estrategia,-12.195121951219502
meristation,Jose Luis López de Garayo,Hades,9.3,4.65,3.91,Supergiant Games,PC Switch,"Aventura, Acción                    ",-15.913978494623661
Vandal,Ramón Varela,Top Darts PSN,7.0,3.5,4.0,Sony,VitaITA PS3,Otros PS Network,14.285714285714285
meristation,Cristian Ciuraneta,Punch Quest,7.2,3.6,3.75,None,iPhone iPad,"Acción, Beat'em up                    ",4.166666666666663
3D Juegos,Fco. Javier Bella,Bit.Trip Flux,7.8,3.9,3.25,None,Wii,None,-16.666666666666664
meristation,Aarón Rodríguez,Super Kickers League Ultimate,6.0,3.0,3.71,Just For Games,PC PS4 Switch,Deportes                    ,23.66666666666667
meristation,Pedro Herrero,Tour de France 2018,5.0,2.5,3.0,Focus Home Interactive,PC PS4 Xbox One,Deportes                    ,20.0
Gamereactor,Sam Bishop,Firewall Zero Hour,8.0,4.0,4.0,None, PS4,Acción,0.0
Gamereactor,Mike Holmes,Fall Guys: Ultimate Knockout,8.0,4.0,3.75,Devolver Digital,None,Party Game,-6.25
3D Juegos,Sergio Martín,The Wizards - Enhanced Edition,7.5,3.75,3.75,None,PC PS4,None,0.0
Vandal,Carlos Leiva,Saint Seiya: Brave Soldiers,7.0,3.5,3.67,Bandai Namco,PS3,Lucha 3D Lucha,4.857142857142856
3D Juegos,Alberto Pastor,Son of Nor,5.0,2.5,3.0,None,PC Mac Linux,None,20.0
Vandal,Carlos Leiva,Tales of Zestiria ,9.0,4.5,4.0,Bandai Namco,PS4 PS3 PC,JRPG Rol,-11.111111111111109
3D Juegos,Alberto Pastor,Call of Duty: Black Ops - Declassified,3.8,1.9,2.0,None,Vita,None,5.263157894736848
3D Juegos,Sergio Martín,The Amazing Spider-Man 2,7.0,3.5,3.5,None,PC PS4 Xbox One Nintendo 3DS PS3 360 Wii U Android iPhone,None,0.0
revogamers,Redaccion Revogamers,Pokémon UltraSol / UltraLuna,10.0,5.0,3.75,None,Nintendo Nintendo 3DS,None,-25.0
3D Juegos,Álvaro Castellano,We Happy Few,7.5,3.75,3.43,None,PC PS4 Xbox One,None,-8.53333333333333
3D Juegos,Jesús Bella,F1 2013,8.0,4.0,3.5,None,PC PS3 360,None,-12.5
Gamereactor,Julián Plaza,Final Fantasy Type-0 HD,8.0,4.0,3.38,Square Enix," PC, PS4, PSP, Xbox One",Acción,-15.500000000000005
meristation,Alfonso Arribas,DiRT Showdown,8.3,4.15,4.11,Codemasters,PS3 360 PC,"Conducción, Arcade                    ",-0.9638554216867478
meristation,Eli López,Tekken,7.2,3.6,3.33,Bandai Namco,iPhone iPad Android,Acción                    ,-7.5
Vandal,Juan Rubio,Agents of Mayhem,7.3,3.65,3.0,Deep Silver,PS4 PC Xbox One,Mundo abierto Shooter en tercera persona,-17.808219178082194
meristation,Roberto García,Sherlock Holmes contra Jack el Destripador,7.5,3.75,3.6,Focus Home Interactive,PC 360,Aventura Gráfica                    ,-3.999999999999997
3D Juegos,Álvaro Castellano,Prince of Persia: Trilogía HD,8.5,4.25,4.0,None, PS3,None,-5.882352941176469
meristation,Cristian Ciuraneta,Vancouver Olympics 2010,6.0,3.0,3.7,SEGA,PC PS3 360,Deportes                    ,23.33333333333334
Vandal,Juan Rubio,Grow Home,8.5,4.25,4.0,Ubisoft,PC PS4,Aventura de exploración y puzles Plataformas 3D,-5.882352941176469
3D Juegos,David Hernández,Warriors Orochi 2,6.1,3.05,3.0,None,360 PSP PS2,None,-1.6393442622950762
meristation,Pedro Herrero,NBA 2K20,8.8,4.4,3.4,Take-Two Interactive,PC PS4 Xbox One Switch Stadia,Deportes                    ,-22.72727272727273
Vandal,Alberto González,Gyro13 – Steam Copter Arcade HD,7.8,3.9,3.33,Cinemax,iPhone,Simulación Simulador de vuelo,-14.615384615384615
meristation,Javi Oria,Football Manager 2018,8.5,4.25,4.0,SEGA,PC,"Deportes, Simulación, Managerial                    ",-5.882352941176469
3D Juegos,Jesús Bella,Snake Pass,7.5,3.75,3.25,None,PC PS4 Xbox One Switch,None,-13.333333333333336
revogamers,Javier Aranda,Corpse Party,8.0,4.0,4.0,None,Nintendo Switch,None,0.0
3D Juegos,Alejandro Pascual,Paper Beast,7.0,3.5,3.2,None,PC PS4,None,-8.571428571428566
Gamereactor,Ignacio Reinosa,Fractured Soul,7.0,3.5,3.25,Ignition Entertainment, Nintendo Nintendo 3DS,Acción,-7.142857142857142
meristation,Pablo González,Limbo,9.0,4.5,3.5,None,iPhone 360 PS3 PC Vita iPad,"Plataformas, Puzzle                    ",-22.222222222222218
Gamereactor,José Luis Villalobos,Bayonetta 2,10.0,5.0,4.33,Nintendo," Wii U, Nintendo Switch",Acción,-13.4
Vandal,Juan Rubio,Beat Saber,8.8,4.4,4.5,Beat Games,PS4 PC,Realidad Virtual Ritmo,2.2727272727272645
3D Juegos,Sergio Martín,Ni no Kuni: La Ira de la Bruja Blanca,9.1,4.55,3.55,None,Switch PS3 DS,None,-21.978021978021975
revogamers,Ril, The Coma 2: Vicious Sisters,8.0,4.0,3.6,Devespresso Games,Nintendo Switch,"Aventura, Terror",-9.999999999999998
3D Juegos,Sergio Martín,Capcom Beat'Em Up Bundle,7.5,3.75,4.25,None, PC PS4 Xbox One Switch,None,13.333333333333336
3D Juegos,Sergio Martín,Apex Construct,8.0,4.0,4.0,None,PC PS4,None,0.0
meristation,César Otero,Tomb Raider,9.0,4.5,3.78,Eidos Interactive,PS PSN,"Acción, Aventura, Plataformas, Puzzle                    ",-16.000000000000004
meristation,Cristian Ciuraneta,The Walking Dead: Michonne - Episode 3: What We Deserve,6.0,3.0,2.25,Telltale Games,PS3 Mac PC PS4 360 Xbox One Android iPhone iPad,"Aventura Gráfica, Survival Horror                    ",-25.0
Vandal,Juan Rubio,Pid PSN,7.5,3.75,3.0,D3 Publisher,PS3 PC 360,PS Network Plataformas de puzles,-20.0
Vandal,Jorge Cano,Ratchet & Clank,8.2,4.1,4.0,Sony,PS4 PS3 VitaITA,Plataformas 3D Run and gun Shooter en tercera persona,-2.439024390243894
Gamereactor,Jon Newcombe,Bioshock Infinite: Panteón Marino Episodio 1,7.0,3.5,3.5,Take-Two Interactive," PS3, 360, PC",Acción,0.0
Vandal,Jorge Cano,FIFA 20,9.0,4.5,4.22,EA,PS4 Xbox One PC Switch,Deportes Fútbol,-6.222222222222228
meristation,Juan Porteiro,Killzone 2,9.5,4.75,3.81,Sony,PS3,"Acción, First Person Shooter                    ",-19.789473684210527
Vandal,Alberto González,Darklings,8.9,4.45,3.5,MildMania,iPhone,Acción,-21.348314606741575
Gamereactor,Ignacio Reinosa,Assassin's Creed 3 para Wii U,8.0,4.0,4.0,Ubisoft," PC, PS3, Wii U, 360, Xbox One, PS4, Nintendo Switch",Acción,0.0
meristation,None,Lost Planet: Colonies,7.0,3.5,4.0,Capcom,360 PC,Acción                    ,14.285714285714285
Gamereactor,Fabrizia Malgieri,Brain Training del Dr. Kawashima para Nintendo Switch,7.0,3.5,3.0,Nintendo, Nintendo Switch,Puzle,-14.285714285714285
Vandal,Ramón Varela,Arise: A Simple Story,8.0,4.0,3.2,Techland,PS4 Xbox One PC,Aventura de exploración y puzles Aventura narrativa,-20.0
Vandal,Alberto González,Rakoo's Adventure,8.2,4.1,4.0,Bandai Namco,iPhone,Plataformas,-2.439024390243894
meristation,Javi Andrés,Lego Indiana Jones: La Trilogía Original,7.0,3.5,3.86,None,Wii,"Acción, Aventura                    ",10.285714285714283
3D Juegos,Álvaro Castellano,Trials Fusion - Awesome Level MAX,8.0,4.0,3.75,None, PC PS4 Xbox One,None,-6.25
meristation,Pablo González,Kingdom Hearts Re:coded,7.0,3.5,3.45,Square Enix,DS,"RPG, Acción                    ",-1.4285714285714235
meristation,Francisco Alberto Serrano,The Wolf Among Us - Episode 5: Cry Wolf,8.8,4.4,3.5,None,iPhone 360 iPad Mac PC PS3 Vita,Aventura Gráfica                    ,-20.45454545454546
